,nama,ulasan,label
1823,Rudolf Richi,mantulpengiriman cepat,1
1824,Ulya Dihya Labib,ui sukses,1
1825,Putri Saina,makasih minyak goreng,1
1826,Achmadmujiono Zulian,daftar tokopediamau buka suruh daftar kasih bintang sjlahagak kecewa,1
1827,Nufilllzzz,ragu buka hijau daftar dapet diskon bebas ongkir sukaa,1
1828,Supriyono Supriyono,mantaaap sukses tokopediaaamiin,1
1829,Nabil Bawazir,puas harga hemat dapet gratisga mikir harga mahal gratis kasih kasih sukses,1
1830,Md Titik,percaya puas layan,1
1831,Anisa Mei,layan lumayan bagus,1
1832,Pokjar UT Batam,indonesian shopee singapore sadarlah kaum pasar,1
1833,Riki Turung,alam rantau bal,1
1834,Arianto Sinaga,hadiah,1
1836,Gibran Vivo,senang kasih hadiah,1
1838,Siska Farhatum,muas pesan,1
1839,Taufik Munawir,job slalu,1
1840,Nanda Nantongga,mantap promo oren biru,1
1841,Dilah Nafisah Realme,kasih bintang hasil cakep bru ku kasih,1
1842,Alloy fang,nyaman bantu bayar tagih,1
1843,Blek Id,buka browser diarahin promo jta rupiah cek harap vcr beneran,1
1844,Naniek widayat Naniek,bantu sesuai bugded butuh tks yaw,1
1845,Nur hidayati,manteppengguna rupiah trimakasih,1
1846,Ahmad Suhebi,bayar gapapa murah,1
1847,Vespa Px150,pesan kirim uang transfermengajukan komplain suruh nungguxjam bulanmau ngeclaim uang gakbisatokopenipupediafaklah bagus soopee,1
1848,Kurniawan Wijaya,datangfreemantap,1
1849,Braga Bimantara,maju tokoped indonesia karen,1
1850,soffel harum,mantap,1
1851,Kristin Zendrato,diskonnya harga murah,1
1853,Rere Indriani,dapet gratis ongkir,1
1855,Hada Suhada,layan masyarakat butuh layan percaya masyarakat percaya publik tingkat layan masyarakat utama,1
1856,Riski Febbry,bagus banget,1
1858,Mc JaegeR,rusak diskon henti belah gratis ongkir pesan bayar batal rusak,1
1859,M Albar,gagal beli hasil saldo numpuk,1
1860,Rosidah Mama,marketplace jengkel kecewa bayar batal otomatis saldo direfund potong emosi mending pake shopee muas delete,1
1861,FAKBOY GEMING dude,maaf binggung benarsaya nggak faham sungguh senang rejekinya arahannya,1
1862,puji anto,bagus gampang untung,1
1863,Wayan Adi,jelek sok ngasih diskon niat,1
1864,Agus Salim,nyangka hadiah vocer jt ambil hadiah down load kaget ambil beneran kasih kasih,1
1866,Oom Fauzi,tepecaya bagus skli terimakasih tokohpedia,1
1867,Yan Prastyan,heii bayar errtimeout lapor bayar coba salah pegawai ngebug belanjan,1
1868,Mina Nima,mantap,1
1869,Annisa Nana,layan sukses,1
1870,Ipay Efendi,canggih bener,1
1871,Ptx Neuttrom,terimakasih andal selesai tuntas rugi tanggung sukses,1
1872,Yunita Ariasta,kecewa banget tokopediangadain promo rupiah barutp nggak nyampe kerumahdgn agam alasankatanya alamat lengkappdhal alamat sring onlinedan trcantum nggak tlpnkalo susah nyari alamatnyatrs jga alasanya terima kluarga hafiuntuk akun teman yaalsannyapdahal nggak kenal kluarga hafidan nggak trima,1
1873,si quro,bayar,1
1874,Muhammad Syukron,promo sukses,1
1875,Suci Rohani,promo ehpesanan batal sma tipu mending shoppe lazada real blnusanya tipu tipu,1
1877,Vita Steve,platform praktis penuh,1
1878,Rino Aprianto,dapet hadiah,1
1879,Hamsinah Hamid,bagus lengkap milik anak negeri,1
1880,Tyas Fitria,pake menyenagkan terimakasih,1
1881,Yudha Pratama,bohon menerti sorimaaf menyingung,1
1882,Aldo Arfian,digunaka koneksi memggunakan byu koneksi lancar byu ubah coba up byu,1
1883,RYANDI OKTA,alhmdulillah makasih dapet bonus special gratis,1
1884,Mang Ujo,mantap harga murah voucher voucher mantap,1
1886,Dedy Asep,layan beli pulsa paket itucanggih lancar jaya amanahdapat percaya konsumen tksh,1
1887,ADIP 02,bagus kasih,1
1888,Siti Nur Khalifah,lumayan gratis potong pulsa,1
1889,Robi Mulyawan,coba kasih bintang,1
1890,Salwa Yesa,app terhapus anak lupa nama akun nama akunemail aktiv saldo danamohon bantu,1
1893,Mamz 1,mantap tingkatkn,1
1894,Adhie Baok,keluh robotsangat bantu,1
1895,Arsop AS,friendly tampil menu,1
1896,Tos Mardi,mantap hati,1
1898,Sherly Mustamu,perhati hanyamenghubungkan jual milik lapak jujur cari harga serendahrendahnya jujur pelapaknya mahal uang bayar uang palsu uang kw uang cari susah payahnya konsumen diaplikasi mudah mencegahpenyebaran sakit landa olehkarena komunikasi bijak,1
1899,Oppo Renno5g,berat bumi paket hilang saldo hilang tanggung aaannnnjjjjjeeeeennnnnggggg,1
1900,Zara Zara,aman voucher tampil pusing bagus diskonpromopromo kreatif special tindak tokotoko tidakkurang tanggung kasih kasih,1
1901,Ichad Yani,kanapa pakai promo,1
1902,Chandra leite,keluh beli diakomodir maju,1
1903,Ali Akbar Nasution,terupdate mudah simpel,1
1904,Ali Mustofa,aneh rusak ganti instal login alas nomor daftar akun sungguh merepotkan ganti nomor,1
1905,SadboyTzy,ikhlas kasih voucher yaudah kasih anjir dipake disuspen,1
1906,Umar Syah,keren,1
1907,cas Wati,bagus diskon tolong tampil simple,1
1908,Yudi Hermawan,bayar virtual account bsi bnis bsm bris ganti bsi,1
1909,kuni fadhila,bagus banget suka pokok,1
1910,prawito prawito,mantab new member asyikk tawar gratis sukses,1
1911,Rifa Yudhatama,sukaaaakkk bangett diskonnya bebas ongkir love banget,1
1912,Fathur Rahman,bagus gratis,1
1913,Siti Anwaroh,nggak puas pake beranda liat gambar,1
1914,isbah hamdani,kirim proses cepat sayang jarang cod,1
1915,Ansori Babulang,puas produk indonesia bast,1
1916,Suhendra Adi,oke,1
1918,Faizah Al Wafa,mantep suka karna promo kasih kasih,1
1919,Mahefal Absi,percaya iklan hebat diam diam hasil uang panen telur tokopoints tokopoints rupiah produk murah diskon gratis,1
1920,Hagia Muna,nomer salah ganti bener uda bener tolak gr nomer uda bener uda fi akun sebelumnnya tolak uda pake csnya ngga ngerti cuman login pake nomer uda doang muter csnya kecewa,1
1922,april muryan,jaya,1
1924,Zulfa Fn,bonus gratis,1
1925,Citra Daily,kecewa uang situ keterangannya karna transaksi hapus sungguh keamannannya,1
1926,Ilyas Ilyas,keren daftar hadiah beli gratis,1
1927,Fadila C,parah saldo gabisa tarik bener promo barusan dftar bayar pesan dibatalin saldo gabisa tarik ngenes,1
1928,Nina Kurniasih,coba promo rp bener bintangnya beneran,1
1929,Xana,msih terima bayar pakai gopay,1
1930,Bobi Aja,pediah jayamohon kejayayaan nyaagar tolong kehadiiran andamohon,1
1931,Ma Rio,beli gratis ongkir pakai ongkir,1
1932,Lita Miranda,keren promo murah suka ditokopedia sukses,1
1933,Boby Putra pratama,promo promo bagus,1
1934,Putri Ponsel,hidup butuh perjuwangan doa tawakal insa allah kati ole sbhnloh,1
1935,Novita Deby,ngertiapa hadiah pungut biaya,1
1936,Anwar Munandar,trimakasih kepercayaannyasemoga pesan sukses buka rumah,1
1937,Eli Risdiyanti,first time beli pesan batal bayar uang payahhh,1
1938,Raisa Ramadhani,kasih kasih,1
1940,Pulo Dadap,bgusssssssssssdsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssdssssssssssssssssszsssssssssssssssssssssssssssssssssssssssssssssssss kadang tipu tpi lahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1
1941,Nada Deastrian,kecewa banget tipu promo barueh batal otomatis,1
1942,rena kartika putri,bayar pakai praktis,1
1943,Ibra Oppo,nyaman belanjanya aman,1
1944,Kins lee,nomer knalmenghungi cscs slow respon,1
1945,Lingga Dewangkara,kasih kasih anak bangsa raja pasar digital indonesia program promo untung pastiny,1
1946,Siswani Wani,top markotop bonus tolong tingkat,1
1947,Naila Naila,bgs skli krna blnja ortu ank,1
1948,Yayuk Yulian,terimakasih muas,1
1949,Annisa Putri Pembayun KGR,manfaat pointterimakasih,1
1950,Diaz Fikri,oke oke,1
1952,Luckyanto Liem,bantu sukses,1
1956,Dadan Sanjaya,skarang buka loadingnya banget sring gagal trbuka,1
1957,Farellyno Dhanuartha,pelangan hadiah castumer senang,1
1958,Ahmad Reihan Zahiruddin,suka anti lazada shopee dukung pembajakan produk uinya ribet sayang bayar permata,1
1959,anang agus riyanto,tanggal tayang produk,1
1960,karin klarita,kasih kasih traktirannya,1
1961,juragan snerek,tolong pilih kasih fitur tukar tulis tukar alamat rumah jangkau jogja kota fitur alamat kirim jangkau alamat bayar adl platform jual beli klien gara gara tinggal jabodetabek tukar,1
1962,Faiz Abdillah Faqih,lupa ku produk cantik sehat alami,1
1963,Dewi Aprianti,mudah maklum,1
1964,Hari Jiwa,hadiah samsung galaxi klau bohong kirim bayar beli klau kirim bentuk hadiah rezeki,1
1965,Nalim Suhana,pesan sen sesuai kebutuhantrus hadiah benarklw emang bener knp kirim alamatnyayg sesuai alamat anter pesan,1
1966,I'm Serious,aktif dihilangkanditiadakan muncul capek jual daerahkota beli alami sprti buka aktif dri beda daerah lagilagi aktif jual aktif,1
1967,satria 321,terimakasih diamond fire kasih bintang,1
1968,Ratna Mahardhika,rp,1
1969,antinanus kamarigi,mahasiswa universitas buka antinanus kamarigi kuato internet gratis kartu telkomsel,1
1970,jaelani alamsyah,aplkisi bagus suka,1
1971,Sutanto Sutanto,alam sayalengkappernah baguspengiriman cepatrata kurir baikbarang sesuai hargatapi belibarang ndk sesuai gambarndak sesuai promophoto brg bagustapi barangjauh gambarcontoh beli topi fedoragambar baiksayang kirim topi bakul krupukterpaksa tokonyan ndak tanggapaan sekalisy ndk apamaklum gaptekbiasanya pengpackan krg,1
1972,Heru Nur Salam,cashback ko dipermasalahin teruspadahal angin semuanyaktp kk kasihtp dipermasalahin,1
1973,tonik haryanto,sdg promo facebookharus buka awalsdh buka promo,1
1974,daffaazky zaidan,mudah rekomendasi,1
1975,Ozil Ozil,ditokopedia insyaalloh aman proses uang,1
1976,Zaenal Abiddin,mudah aman,1
1977,A. A. SULAIMAN,akun akun clone transaksi gagal promo hilang akun nomor mati,1
1978,Ridwan Syah,murah cepat terimakasih,1
1980,Aurelio Beryl,percaya pedagangnya jujur,1
1982,Jefry Srimulyani,suvervisor cleaning service bandung super mall,1
1983,Syaura Channel,simple cepat,1
1984,Misan Miong,kasih bintang karna bagus ngga,1
1985,Eko Sujatmiko,apliksi tipu kasih diamond ff gratis,1
1986,Hey You,tipu dpat voucher diskon rbu sesuai syart dtentukn checkout vouchernya pdahal sesuai syart jdikan mafia tipu,1
1987,Rosa Queen,suka seoatu tangkan sukses slalu,1
1988,Ulid Dukha,bagus bagus,1
1989,Fajar Risky,uang tolong lgi tipu,1
1990,Adi Musica,simpelmudahmantaaap,1
1991,PAKUSARAN KEBO GIRAS channel,sempurna,1
1992,Wanda Istiyoko,produk sedia lengkap,1
1993,Syahri Rahmadani,invest emas harga mahal banding belah nilai beli emas gram belah nilai beli emas gram jam tekor nabung emas ditokped,1
1994,Ocha Alghoji,makasih kasih traktiran,1
1995,indir one,nonton youtube muncul iklan diamond gratis samudra diamondnya jalan perintah asli tipu,1
1998,Noer Djanna,senang,1
1999,Pak Samsudin,langgan pediacuman bayar cod percaya yh dipesansaya penggguna paham,1
2000,sulianto agustinus agustinus,kukasih amplikasi bagus jaga maju kembang,1
2001,DANDI Zhts15,dapet diamond fire iklan bener bohongin dowload tokopediaaku apknya detik diamond fire bohong,1
2002,Fauzan idzih,kasih bintang karna coba initapi sayang fitur cod aktif ajah fitur cod harga ribu okeh sukses,1
2003,Supian 08,mantap promo kasih kasih,1
2004,Dicky Candra,dapet gerat mantap,1
2005,Tia Martha,niat mending ngasih promo diskon bayar batal manipulasi data uang nyangkut,1
2006,Han Mubin,pesan komplain dana ajar,1
2007,Altaf Faisal,terimakasih,1
2008,Muhammat Agus,aq coba tkopedia,1
2009,Dewi Yana,cepat,1
2010,Alvian priyatna kusuma,payah ecommerce udh paylater bom,1
2012,Shita Novelani,kasih kasih,1
2013,AA BB,terimakasih gratis tipu tipu,1
2014,Omen Omen,wasalam walaikum seriyus adah hadianya tlong,1
2015,Melly Septianingsih,mantappp shooping ongkir pulaakerenn,1
2016,Kuswanto Wanto,mf faham,1
2017,Syamsurial Duri,onleni mantap percaya,1
2018,eri mardiansyah,uwaw promo,1
2019,Arfi golkar,keren banget asliii sukses,1
2020,Aries Cadel,bantu seringbikin traktiran rupiah,1
2021,Sri Suryani,ragu instal liat komen jlk kecewa ongkir pake limit mahal,1
2022,Agustinus ronni,dimna hadiah,1
2023,poppy herawati,rupiah pesan nilai belanjaan tolong terimakasih,1
2024,Raisa Nadhira,suka banget pake bener gratis ongkir,1
2025,Hendra Gunawan,lumayan,1
2026,Ifkar Nugraha,senang,1
2027,inayatur rosyida,bagusss banget,1
2028,Syafina Zetty,bagus bangetttttt,1
2029,heklon m,tipu didalammu,1
2030,kim namsoo,percobaan hasil,1
2031,aini muthmainnah,best maju usaha indonesia,1
2032,Muhammad alihanafiah Alihanafiah,padapelanggan,1
2033,Hilda Gustinah,bagusaku,1
2034,Waris 21,pastinyamuantaaaap tokopediatop markotoplah pokoke,1
2035,Ibnu Nur Fatah,cakep keren maksimal bagus layan mudah transaksi repot repot kasih kasih,1
2036,Santia Cell09,muas,1
2037,izul al-irfani,percaya,1
2038,hasan chanel,manfaat senang dapet blnja gratis,1
2039,Nalini Gaming,,1
2040,Abdul Maui'z,cepat,1
2042,Agung Tri,mantabselalu muas,1
2043,Jepara Furniture Shop,menu foto product full ukur foto,1
2044,Hilman Hudaya,saran list transaksi transaksi selesai terang metode pembayarannya cod virtual account bank minimarket total bayar transaksi pembelanjaan metode bayar transaksi pembelanjaan mengklik transaksi pembelanjaan metode pembayarannya,1
2045,Wahyu Andriyani,kecewa banget pelapaknya ready diorder kirim kirim batal konfirmasisangat kecewa,1
2046,Agungsedayu Asep,trabsaksi pruduk ketrngabnya habis gimna,1
2047,artinya juni Ibnuso,smoga bgus klok bgus tmbh bntangnya klok gratis ongkir,1
2049,Nizar Helmi,mantab akun aktiv promo beli bayar mantab abiiiss,1
2050,rozi fahru,terimakasih saran dengar,1
2051,Hendri Riyanto,suka pakai bagus,1
2052,pian alfian,mudah bertransaksi,1
2053,Hamdu Family,suka banget daftar dapet gratis,1
2055,LiztLet,mending pake bener,1
2056,Irma Sinaga,yaampun kendala ngadain hadiah gilir bukak banget,1
2057,Rofik Pml,lot dibukanya ngirain jaring wifinya coba buka shopie cari cari lancar lancar coba muter video youtube lancar lancar tolong apknya,1
2059,Turmud Di,beli sepatu tpi duit,1
2060,Sa Lou,bagus cepat,1
2061,Peanut Union,deliverenya suka ngeprank status kirim pdhl proses shiping rumah tolong sistem trackernya konsumen pengirimannya trm,1
2062,Luthfi Zaidan,mdhan mberikan konsumen,1
2063,Fathan Fauzan,sekian lancaree muncul susah klik bayar web sedia beu,1
2064,Youlia Deva,pakai kasih hadidah bonus beli rp terimakasih cari kupingin ongkir mahal belah ongkir mahal pindah haluan whauhahahaha,1
2065,Rose Yade,suka cashbacknya promo gratis ongkir minimal blnja gtky belah heheee,1
2066,Hendy Tan,proses dri lambat yatrus beli ad hilang expedisitp dana dana harga yaongkirnya kembalikanekxpedisi salah ad beban tanggung ekspedisinya,1
2067,Zulfa Fauziatul Huda,keren promo promo real abal abal,1
2068,Hari Maxtron,suka aman nyaman,1
2070,vania fellicia,bagus,1
2071,Dedi Rustawan,bantu transaksi,1
2072,Aminudin Driver,segalany sedia,1
2073,Mimiel Ong,daftar apliasi komen maafohya jalan cerita hadiah klik perintah respon goggle hasil ngerti,1
2074,Agus Teguh Prijambodo,mudah bertransaksi,1
2075,Mas ngabey,bnr hadiah kaga notipnya segambreng muncul cek dl coba bnr,1
2076,baday sankal,suka,1
2078,ADITYA Faisal,kecewa banget beli batalin otomatis mulu langgar,1
2079,Redmi Note 4,sesuai beli pesan,1
2080,Su Yono,top,1
2081,Heri Ms,kecewa bayar pesan otomatis batal milik acount knapa tuduh milik acount,1
2082,Ketut Suryadi,main telur diskon poin hilang karang,1
2085,Si Cantik,solusi,1
2086,warso rizky,mudah tokopediaayo,1
2087,Istianah Isti,okeeeeeeeee traktiran beneran,1
2088,Rizqi Alfian Ardhany,diskon cuman proses dibatalin duit lumayan makan anak kuliahan olshop kupon seller,1
2089,Arva Musava,dagang makan ringan,1
2090,New Michael,mantap ribet,1
2091,Eka Susanti,serius rupiahhh allah terimakasi langgan lope youuuu,1
2092,Yofran Miso,pertamaku mulus pesan estimasi pick up payahhhhdisuruh batalinmalah seller respon,1
2093,Sumarno Sripah,plis notifikasi,1
2095,Mang Dadan,mudah bebas ongkirbrng sesuai hargabagus kirim sesuai teoat,1
2097,Devi Yanti,legal ilegal,1
2098,Dwi Andrean,,1
2099,Rejo Agus hanafi,coba gratis,1
2100,Sri Rahayu,banget,1
2101,Elah Hayati,pediasemakin sukses,1
2102,Herry Susanto,mantabs suka banget dapet promo cashback gede,1
2103,Marsella sp,muas,1
2104,Didi Waryadi,bagus cepat kirim,1
2105,Febri Purnomo,kupon pakai diharuskan office store power mechant cari kuponnya hangus mulu mending banyakin kupon tokotoko berfaedah makasih,1
2106,Hasbi Ayu,beneran rp produk nyaman app,1
2107,Wawan Setiawan,kasih bintang,1
2108,Exel Ridwan,pilih bayar alamat web sedia,1
2109,agungbagus pratama,assalamualaikum maaf sumpah baca dm ig respon transaksi udh kecewa gmna kecewa banget asli gabisa percaya,1
2112,Ringga Wedhar,mantab garansi pesan diterimaterimakasih,1
2114,Ashari Agustian,mudah pembyaran,1
2115,Ipan Maulana,tokopediaalangkah pesan tolongng kasih terang pemberitahuan menerimakarena engga pesan rumahterimakasih,1
2118,Achmad Arifin,dukung ecommerce negeri,1
2119,pretty sajahhh,beli batal bener mending pake shoppe,1
2121,Wahid Hasyim,kasih kasih,1
2122,Dewi Yuliana,dipesan sesuai estalase kirim cepat jual respon,1
2123,STUDIO ARRAHMAN,tulis gratis ongkir bayar ongkir yaallah berat gram,1
2124,totok dandoko,keluarga sll bl bl pkai inidan muas,1
2125,Aji Contrucsion,bavsssssss bangeeeeeetttttt pokok wajib donlow muran ori,1
2127,Sany Sany,bingung beli iyah,1
2128,Ahmadmupli Mupli,mantap,1
2129,christian nainggolan,sesal pesan chat seller nama kios tanggung ganti rusak sellernya rusak kirim konsumen rusak terima baikmohon cerah,1
2130,DAVE ADONIA,sulit mantap,1
2131,BANG SOPEX,hoak sngt sngt kecewa hadiah ngnti tlfon kontoll mnympe rumah surub bayar,1
2132,Rachmat Mahadika R,diupdate bug gabisa ganti kurir mesti relogin checkout menu tunggu bayar dicheckout menu tunggu bayar,1
2133,preman belajar ngaji,woiii admin promo topup driver grab senin acc donkbuat promo nikmat,1
2134,Yanti Pati,hadiah bantu,1
2136,Ilham Adiyatna,bagus epribadeh,1
2137,My Music,cod masak alfamartindomaret rumah beli pake cod,1
2138,Dewi Rahman,senang beli kuponyadiskon gratis ongkir terimakasih hemat berkat voucher diskon sukses,1
2139,Hisyam Febrian,percaya milik best,1
2140,Reno Ku,tolong suka tipu janji ngasih hadiah hadiah iphone uang nol bohong php langgan,1
2141,Rian Zee,kirimman ku ggl asli bayar liat liat jelek,1
2142,fitria hasan,mudah,1
2143,Delan Rama,praktiscepat propesional,1
2144,Aden Rizal,makasih bantu skali,1
2145,Siti Kusyanti,makasih aflikasi batu transaksi onlin produk sedia batu,1
2147,Hendri Irawan,senang bangat sederhana,1
2148,MUSLIMAH SEJATI,metode pembayaranya tolong tabahindong bayar dana link,1
2149,heru juliyawan,uang juta ituh bnr,1
2150,brandy duasatu,jual mahal,1
2151,Indonesia gemstone,terimakasih manja beli snagat suka,1
2152,RasyA,ttp uang,1
2153,Surya Darmawan,ktnya gas hadiah skali donlod hadiah brnda gua kasi hadiah boog,1
2154,maya maria,ngga pake promo gratis ongkir jatah,1
2155,Aldi Maheza,transaksi batal otomatis transaksi alhasil promo gratis ongkir hangus indikasi manipulasi salah vouchernya aktif maen batalin uang otomatis nyangkut saldo kecewa banget dapet voucher gratis ongkir nunggu minggu parah layan,1
2156,Edy Santoso Edy,sesuai gambar bagus,1
2157,Joulee Yustinus,puas proses layan layan terimakasih,1
2159,Teteh Oppo,muas bantu,1
2160,AURORA,kecewa beli pesenya pcs pcs bayar harga pcs dikomplen ngasih solusi ujung ujung beli rugi,1
2161,Handmade Ch,kemarin aq pesan aq hadiah samsung galxi kaya hadiah kirim prngiriman paket hadiah nyampe cuman hoax sen aq hadiah ponseluang tpi nyta cuman hoax hadiahsuruh sudahsemua hoaxhoaxhoax,1
2162,Aripin Ari,maaf developerbukan percaya inisaya nyaitu tanda bantu uang tokopedianamun proses persyaratanitulah alas tolak sementaradan insya allah usaha syarat ituterimakasih,1
2163,Nina Rosmalina1901,suka,1
2165,Akbar Barsyah77,okbarang baguskita,1
2166,m nujumuddin,alam rangka menjalan tugas seharhari sabar lupa doa insya allah berkah,1
2167,Muh Nasrul,senang promo,1
2168,Nur Hidayati,manfaat,1
2169,Herry Ruhaya,tipu layan,1
2170,Haikal 014,scan foto data upgrade power merchant asli scan wajah,1
2171,Ferry Kardianto,promo,1
2173,candra eka,mantap banget beli nejadi ktagihan blanja,1
2174,Ahmad Yani,senang bayar pake linkaja,1
2175,Asri 1278,media situs ko mlah media mmperbanyak judul situs mmperbanyak judul,1
2176,Trimo Satria,bom beritahu tata ori,1
2179,irawan Endyy,bagus cepat kirim aman,1
2180,Morisa 1974,kasih kasih bantu,1
2181,Azimatun Millah,sukaa,1
2182,UDIN ST JALAL,perna muas,1
2183,Jack Sipayung,dapet voucher jtsetelah tipu wkwkwkwkwkw,1
2188,Yohanes Stevanus,mantap tingkat hapus aktif abal comot foto,1
2189,Basnan Jaya,mustahil,1
2190,agus setyo,aman lancar,1
2191,Anita Anita,ngambil hadiah,1
2192,Pengguna Google,sumpah donlod lagu video munculin mulu gue donld,1
2193,D i,mempertahan status member gold platinum tiada trooper beli momen beli covid,1
2194,Sahrul xport Rul,diamon ff gartisa nggak muncul,1
2195,Winda Novita,mantap sallernya percaya kualitas produk jual muas maju,1
2196,Irfan Subekhi,bintang yaaah,1
2197,Layla Katak,mantap dapet traktiran sukses,1
2198,Misnam Fikal,mantap pokok blj jaga produk layan,1
2199,Bang Ilyas Reung Reung l300,kirim rumah,1
2201,Alan Khan,kualitas,1
2202,all drakor,jelek wajar undang babues,1
2203,elis lisnawati,puasbanyak promonyatrims,1
2204,glam ciptasejahtera,suka gratis ongkir casback belanjanya pokok beda thx,1
2205,Deddy Fransisco,,1
2206,Mulky Malik,mudah bantu,1
2208,ocha ristinda,traktiran rp tipu tipu,1
2209,Aden Tidur ada tama,dapet hadiah occee,1
2210,oma sri,terimakasih hadiah,1
2211,Jusri Jusri,mantap brosaya senang kasih hadia oppo,1
2213,Atang DewantiII,promo beneran php ayo senang,1
2214,Wawan Manurung,kasih kasih pediatric,1
2219,puspita indra,top bangetpertama gratis ongkir bayar,1
2220,Yuli Ani,bagus kirim cpt gratis,1
2221,ucok srg,usaha cocok publikasi produk,1
2222,Bainar Leosta,,1
2223,Ester Mewengkang,payah ongkir konsumen bijak kirim ongkir konsumen tobatttt mending shoppeeee dehhh,1
2224,Aca Umar,aman,1
2225,AHMAD FAUZI,bingung hitung promo,1
2226,Roro Jonggang,notivikati hubung hadiah beneran,1
2227,Hary Suravan,kecewa transaksi rp bohong belakatransaksi batal sepihakgara proses pesan ssaya alas tunggu pesan antri foomee,1
2228,Saifudin Fudin,bayar mudah saldo,1
2229,Tedi Saputra,user interface keren fiturfitur tarik keren mdhan fitur game boring main game,1
2230,Najwa Zaskia L,gampang buanget promo,1
2231,Mei Dwi,muas hadiah,1
2233,Sing Bos,harap,1
2234,Asep Bimbo,undian uang tunai ngambilnya beneran,1
2235,Febry Lima,percaya pesan sesuai harap makasih terrpercaya,1
2236,satoe arus,mudah simpel,1
2237,Saleh Rukman,cashback promo,1
2238,Sri Sutarsi,senang,1
2239,Romin Nur hidayah,heran batal otomatis alas batal teransaksi langgar transaksi ku rp,1
2240,djoni rohim,bagus sesuai dengn harga murahmantp,1
2241,yuli hermanto,solusi pandemi bantu temu jual hindar kontak,1
2242,Aunty and Yasmin,traktiran cuman bingung fitur menu menunya karna promoo lagiii kecewa,1
2244,Ibrahim Saiment,tolong fitur hemat data videovideo play tampil uras kuota betah,1
2245,hartono hasian,hati hati belanjabarang adatapi kasih bayar bayar akun rekening biaya transfer tanggung asuransi,1
2246,Bagus Nur Andika,chat jual harga pilihpilih mahal murah bagus kecewa job,1
2247,Asep Sulpiana,makas,1
2248,adjoy joy,penglm pa slhnya coba hadiah uang,1
2249,Mechris Rumochoy,tipu tipu,1
2250,rachmat abdussjukur,percaya,1
2251,Heru Heru,bantu bayar cod gratis ongkirrrrr brosis mantabbb percaya sukses truss sllu sllu,1
2252,Much Taufiq,muas,1
2253,wafa shidqul,mudah manfaat,1
2255,Army Lubis,praktis komunikatif,1
2256,Erwin Goutama,terimakasih bantu,1
2257,Man Kerenz,suka layan,1
2259,Rahmat Hidayat,keluarga indonesia,1
2260,Juna Bismillah jr,hadiah uang tunai,1
2261,mas Adi jangkung,mudah layan cepat,1
2262,Abi Fathan Riadi,batal tarik saldo rekening tulis sandi daftar gbsa narik saldo pdhal prnh pke sandi login,1
2263,Khoirul Anam,ribet mudah lancar cepat saran mudah ubah alamat kirim,1
2264,Trawaju trilaksono,bagus respon cepat fiturnya mudah paham sukses,1
2265,HERIS FADILLAH,suka pakai mantap,1
2266,Tono H Halim,app bantu butuh hariapalagi sekarangdisaat pandemisemoga manfaat laintrima kasih,1
2267,Abdullah Jejangkit,mantap beli mudahharga nasional,1
2268,e t,rekomended aman percaya,1
2269,Sinyo Noe,beli sepatu harga terjakau side pakai cukuppenggiriman,1
2270,Iyan Eko Saputra,make traktiran beli sedia habis tulis habis dstu sedia,1
2272,Aditia arifmawan,bagus kaum rebah,1
2274,Zusmi Sefnida,coba inialamat abdu muis painan pesisir selatan sumbar,1
2276,rizky agustian,bintang bicara pake selesai bayar cancel cancel alas langgar manipulasi akun aneh bener install akun nglakuin aneh tuduh manipulasi bangke,1
2277,Ida Andriani,,1
2278,Steven Lim,habis susah pake susah ngeliat foto ulas klik foto komentar nongol foto komentar bingung ngeliat nyaman pakai versi nyesel terimakasih edited mantapp,1
2279,Andi Adi,tingkat lgi layan promo trima kasih,1
2280,fhasolleck fulline,puas dsini,1
2281,agus setiawan,muantaaapppp murah,1
2282,Risha Suasti,mudah butuh puas kecewa langgan sukses,1
2283,Sulasmi putri12,nyaman,1
2284,Fitri Cohdot,bagus kecewa pokok,1
2285,Elita Aditya,bagus,1
2286,Priska Wen,suka kasih ongkir instantsameday bener bantu order makan basahbeku wajib express refund jual salah sesuai foto deskripsi flash sale makan quota porsi ud pantengin menit ud habis tolong jual sedia flash porsi knp pernahh,1
2289,Umyati Bae,mantap promo gratis ongkir,1
2290,Mobile Anima TV,mudah diskon voucher,1
2291,Wahyu Kurniawan,kecewa tarik saldo inti wajib pakai saldo tarik saldo rekening belah ramai pelayananya,1
2292,Idrus Setiawan,kasih binta pake,1
2294,jogja istimewah,klaim tipu sampah solusi jual respond bukti chat responnya notifikasi promo,1
2295,Mochammad Hendra,pokoke mantul,1
2296,Siti Mutmainnah,cerdas,1
2297,Alfian Ashari Romadhoni,tolong shortcut cetak slip alamat buka browser,1
2298,Hendra Budi,bintang yak bener kekirim bintangnya,1
2300,Andri Iskandar,,1
2301,Magfira Ananda iskandar,bagus banget dukung indonesia semangat,1
2303,icha cute,puas harga tawar murah murah sesuai layan cepat komplen respon akurat pokok top,1
2304,agus tyar,bayar cod plise developer gwmau bayar karna kartu debit,1
2305,teguh hartanto,mantap lancar mudah,1
