,nama,ulasan,label
3681,Wiwi 30,parahh langgan error ajar belah mudah persulit,0
3697,dimas agung,beda,0
3700,Irsan djohan GM,ribet kupon,0
3701,vero namel,jujur bingung menganti metode pemabayaran pesan batal ganti metode bayar kuponvocerpromo hangus commerce batal kuponvocer,0
3703,Nugroho Lukas,salah server muncul tulis pake instal ulang,0
3709,Risman Abdul Gany,sistem jalan optimal fitur pakai maksimal eror,0
3710,Lailatul Fitriah,cekout time aneh srenshoot layar hitam males coba web ko,0
3711,shinta widyastuti,pilih lengkap kendala ganggu,0
3713,Udhy Vodka,parah bngt udh suruh apdet maksa udh apdet cashhback cair parah parahsering timeout jga,0
3714,Bhoedy Rahayu,suruh downloaddapetduitduitnya dmnag,0
3717,Aristianus Igang,cek saldo selamt,0
3735,Adam Putra,bingung bingung putar roda ndak nyambung hadiah cma bingung hapus jak,0
3736,ilham rafi,recommended beli kecewa ui ux jamin,0
3737,beni rifanto,dongo batal nunggu putus jual jual proses customer nunggu produk butuh balikin kaya batal customer batal cs nunggu ad cashback,0
3738,Mumuh Suhara,screenshot hadeeeh susah info admin transfer pilih copas rek paraaaah,0
3766,judi Tri,bayar via cod batas minggu transaksi lazada batas ratus item saing systemnya payah maju slogan indah slogan,0
3771,Momo Encuz,konyol tawar promo promo dipake sistem batal otomatis tuduh curang langgar minim dukung sistem cod,0
3772,Gemar Sinau,beli pulsa gagal,0
3778,Roy Atkinson,jelek cashback tutup,0
3780,zulfa latief,nomor kontak terdaptar hilang pakai email kaga munsti kompiermasi pia tlpnudah ilang kompiermasinya ganti nomor tlpn susah banget bener bener ribet banget pakai email bukti syah bener ribet pakai mending unistal sajamenuh menuhin simpan,0
3785,Muhammad Rudi,hay rencana pilih tampil mode gelap malam sosmed,0
3788,Risda Rosanti,segitu bagus,0
3795,Edi Tea,coba pinjem onlen data,0
3797,Zahra khairunnisa,jelek negeri,0
3802,Herdis 85,ativasi ko gagal,0
3813,gilang ginanjar,susah bayar tagih,0
3815,Tukang Push,pusing user interface,0
3817,Rahmat Fadilah,awokawok bantal kapuk,0
3822,Risman Leo,iklan ganggu,0
3823,Tata Sumitra,butuh layan trbaik,0
3828,adhitya permana,program cashback ilang power merchant cashback official store tokobadut,0
3835,Dasti Noverlia,donlod karna hadir idola syaa baguss banget nihh,0
3837,Eka Goldin zyanhanif,jual buah potong ribu bayarin ongkir driver goblog aplikasibuktinya ramein pantesan dagang rugi nombokin ongkir parah,0
3841,Rudi Hartono,diupdate ngga ambil screenshot nerangin langgan pembayaranpemesanan repot,0
3842,Ing Hwa Oey,payah rugi konsumen tunggu order proses uang cancel proses,0
3847,C,pakai bayar tagih listrik semenjak fitur points beli tagih listrik tokopoints bayar tagih parah tolong ubah bayar tagih mending pindah belah,0
3853,Anasa Ramadhan,semenjak goto pickup pake instant kurir pickup rugi beli kaya,0
3859,Miftakur Rohman,bagus cek hapus data login ulang,0
3872,arsyila putri,cinta karya anak bangsa setia baiksukses,0
3873,ARIF 0501,susah bayar cod,0
3875,MiK Neon Box Huruf Timbul & Variasi Cutting Sticker,mik neon box huruf timbul variasi cutting sticker mantab,0
3876,Uki Ramdani,tawarin rupiah cek tetep beli mahal lazada shopy,0
3878,Rosnila Hura,pesan batal uang kerekening,0
3884,stevy steven,gabung maret transaksi rutin member gold susah voucher cashback,0
3885,michael chandra,ngambil batal udh diperbaikin ditambahin bintangnya,0
3886,Ahmad Mufidun,beli pulsa telkomsel jam gagal,0
3890,Lili Ana,jelek,0
3900,Lina Yuliana,bayar timeout asli jelek commerce terjelek otw ecommerce,0
3903,Revi Nawal Ramdani,olshop buruk udh belii kebatal cekot,0
3904,ari awan,monyetjangan masalahnyasekarang cari transaksi susah mendem dalem semuamonyet,0
3909,Haerudin Hae,anggota bem ambil hadiah vocer sya,0
3910,Ayah Dhara,sorry orange user friendly promo,0
3924,Bastian Dpr,sorry kasih bintang akun suami blokir,0
3929,M Ridwan Maulana,lumayan tpi harga toki belah hehege,0
3937,Rod Ody,kasih bintang bisah dicleam hadia sayaini bohong baget,0
3942,Wulan Septiyanti,beli pulsa pulsa listrik gagal payah,0
3950,ardhita rizki Angganararas,semenjak gabung goto pelit cashback mending gabung,0
3951,Qintan Parama,jelek masak bayar tibatiba batal salah pantesan komennya jelek uang bayar dikembalikannya niat tutup,0
3955,Risma Novita,parahhhhh masukin kode vocer,0
3959,Rikki Maulana,promo cashback udh adaganti grtis ongkir gojekga banget make belah karna cashbacksekarang udh cashback males transaksi,0
3965,Ricko Andreas Halawa,brengsek promo iklan diselipin dimanamana ganggu nyaman,0
3969,EKO SANTOSO,alami turun pandemi kupon,0
3972,Budiman,mantab salah,0
3975,Rondauli Sihombing,kacau banget serasa tipu pakai vocher batal diberitahukan vocher ilang,0
3976,retni rahadian,pilhan cari kwalitas bagus,0
3985,Hudi Saroni,bantu pandemi makas,0
3995,Fonky Al-JAYASINGA,korups mainin jarak maps yaxbuyer akurat kasi titik rubah seller instan expres dimanifulasi sameday salah prosedur lalin tuntut hukum atur berat dimensi,0
4002,Heni Prasetiowati,parah banget ribet banget narik saldo lanjur ditransfer batal kapok nyoba dapet first impression buruk,0
4004,SUPRI supri,bantu cari butuh kasih kasih,0
4012,Muhammad Febby Aliyun Pratama,belah,0
4014,Komedi BOCAH,error,0
4015,zildjian Ahmad Farrel gamer java edition,pleas nyesel,0
4017,Boby 218,layan cs buruk solusi suruh tunggu batas,0
4020,bambang arif,berat responsif panen telornya error curang hilang poin,0
4030,Danil Suhendi,cashback ubah hilang andal karna cashback mending pindah belah edit ulas karna lucu liat komen chandra point dipake full cobain sono bijak cashback point punah alias hapus lari belah belah untung,0
4033,Bangga Morahita,php udh bayar dbatalin vocer dungu dunguuu gamau rugi notif sampah iyantata hati smart people instal smph,0
4040,anak klutuk,pilih cod cod,0
4046,Juni Cityzen,kecewalebih serba ribet,0
4048,Khoerul Fikri,blnja tf mlh batalin sma dasar tipu ambil uang btalin,0
4053,Ndaru Aji,ngga niat event gausah aneh aneh voucher batal pdhal ngapa ngapain pakai voucher pulsa gabisa pdhal pake beli voucher lancar lancar ngga batal event serius nipu dalih event,0
4055,anna smoechy,kecewa parah pesan batal,0
4060,Erik Wahyudi,ambil hadiah,0
4068,Antika Miss,tolong cek resi manual ekspedisi jt deteksi xjam bug,0
4084,Layla Maida,metode bayar bank bsi pakai mandiri bri syariah pilih bsi,0
4099,FH Dian,pake br kecewa pesan salah trz komplain uang harga ongkir layang pake ongkir sharusnya bebankan jual salah hitung ongkir dasar ongkir salah tanggung jual dagang bela beli bela makasih,0
4101,Ikbal Fauzan,traktiran penggguna hongkong dasar rugi peress gua order batalin gtu kupon gua angusin delet,0
4106,Karina Agustin,transaksi batalin karna langgar sk coba nyesel badan kuota,0
4109,Mohamad saekoni,dapet hadian dapet pemberitahuan suruh ngisi alamat alamat,0
4110,Nirwan Muhamad,menu cod kadangkadang jual cod tpi pilih bayar pilih cod,0
4114,adi adi,rumit orange tetep diskonnya,0
4120,Energi Hijau,udh bayar alfa cancel saldo tarik nyesel banget pantesan huuuhh,0
4150,Nurma Yunita,buruk layan lelet,0
4153,Andri Pratama,bagus bngt ngga nyesel,0
4155,Fathi Firdaus,bantu cari butuh bagus,0
4161,Safira Nuri,payah topedmasa same day nyampe ngapain promo ongkir gosend php doank,0
4164,Lusi Nayau,lusiana buka artikel facebook kado suruh pilih kado voucher kosong kosong ttus voucher ribu pake yapadahal kirim kode verifikasi tokopedianya kirim wattshap apakatanya member silver situ,0
4171,Borneo Adie,bingung metode bayar kyk tetangga belah ribetlah pokok,0
4172,Bless Deiki,suka susah belah lancar uda hapus cache tetep gabisa,0
4184,M.FATHUR ROZI,batal,0
4190,Putra nanggro aceh Aneuk aceh,hadiah klim ambil tipu,0
4196,Asep Andri,ambil hadiah,0
4204,FA-LIFE Channel,muat data salah server pdhal,0
4211,Kardi,udh tutup adajgn tampil,0
4216,Dnslsll Jdkdkddl,sampah jos shope shope best order gua cancel duit ilang cepat bangkrut ngambilij duit amin uninstall sampah,0
4218,Muhamad Amrulloh,promo tipu trx pulsa tipu najis,0
4219,Muchtar Fr,pilih metode bayar hang banget tunggu tampilannyaternyata notifnya habissaya gagal transaksi gara,0
4220,muh chodim,trimsuntuk kasih bintang karna gabung bantu mudah cari butuh,0
4231,tatan suntara,akun checkout gagal pembayaranlapor cs muter solusi,0
4235,Endy Pardina,ganggu gagal koneksi android,0
4241,eko septiawan,traktiran hoax,0
4258,Ifta Laily,pesan bayar alfa batal banget,0
4259,Muhammad Rifki,beli batal alas transaksi pdahal transaksi mksdnya batal fitur pajang doang tipu doang alam buruk,0
4263,Dapur umma Arka,dtrunin checkout eror mulu skrng pdhl bru,0
4264,Ikbal Apriana,parah semenjak merchant pro transaksi potong rugi jual,0
4270,sulaiman haikal,semenjak kirim instan sameday telat kirim mesan pake instan sameday,0
4271,dmrfky,job panen telur beli pulsa terusss,0
4273,Dedi Sutandi,mending shopee ribet eror bayar,0
4276,muhammad akhyar,pake app bodoh,0
4277,Nor Halifah,ko cod situ tulis cod bayar pilih cod,0
4280,Om Munir,jual batal ribet,0
4301,Sego Campur,alami batal bayar alam takkkan lupa,0
4311,Amin Muklis,izin lokasi apl ngelantur alamat tera ubah muter ganti hub,0
4316,Kang Ojek,login susah dana nyangkut kelar sms verifikasi uninstalll move kesebelah,0
4330,erika vanadis,bagus bebas ongkir,0
4332,Ikhsan_ 29,rusakfitur cod kota marketplace desa nyesel instal,0
4333,Batavia Sahrul,tampi ganggu,0
4336,Dwi Anggreini,lot,0
4344,Agus Thoriqul M,jual nggak stok,0
4345,Taufik Hidayat,susah dapet kurir goj,0
4347,Vina permata sari,tokoped banget trf beli je batal otomatis akn cekout promo ilang emg dana gajelas promo tbtb ilang bsa dpake uninstal mendg ttangga belah,0
4349,Yetti Lahade,hub kktp kembalihadiah manabinggung sysy hadiahtp buka googlesy hadiahdan klaime bohong,0
4353,Riri Ance Nainggolan,kesini voucher juta instal bohong ternyta strategi instal anying paksa banget,0
4365,Abun Ju,bagus susah sinyal bagus complain susah msuk,0
4366,Muhammad Khoirulm,coba dulujelek hapus,0
4372,Eliv Arbain,kurir sicepat anteraja lot gera kirim paket lambat mending lapak belah pake jne jt,0
4376,Muhamad Ade setyo aji,parah pesan pakai kurir instant driver pickup cancel gatau susah pakai,0
4381,Mutolib A .mutolib,jamin cepat,0
4384,Golem besi,buriktapi boong bagus banget,0
4394,Ecah Santika,kasih kode verifikasi masukin salah coba salah,0
4402,Alfiani Nurhasan,nhh suruh ngulang mlu udh ngulang dri nol tru,0
4404,koerawa 85,paylater belah,0
4405,Chandra Fachris Sandimas,buka pakai wifi error server data seluler aman,0
4413,Alfis Alimin,akun knapa batal langgar gtu alesan langgarkan,0
4417,Nur Azizah,kecewa karna checkout batal otomatis karna langgar tc identitas ngga identitas cuman alamat karna kakak responnya ngga beli kecewa berat mending belah,0
4423,Elsa Yuhu,beneran undian tpi,0
4425,Bara Wahyu,parah aliansi tindas driver palikasi ngga driver ngga jalan paket,0
4433,Saiful Amri,bayar pakai bank bsi pilih udh pake bank syariah bri mandiri bni info skrng merger nama bsi,0
4439,Meiy Kurnia,buruk beli dicancel mulu alas langgar tc mending pake belah ribet,0
4441,Abdul Mughni,maju kalah tetangga sebelahh sangatt bagus topp,0
4445,Siti Julia,kasih cashback official store pro pro pake cashback ngga merchant pro official store semenjak gabung ngga cashback hapus,0
4447,Gerry Pratama,pesan status cari kurir pesan sistem eror,0
4464,Kampleg 09,voucer tukar mampus kau,0
4478,Jetty Ivone Piri,mudah butuh,0
